1.55009e-09, -9.39733e-12, -7.30286e-13, 4.97168e-13, 1.1279e-13, -3.79457e-13, -9.01758e-14, -5.76557e-13, 3.17455e-13, 3.2194e-14, 1.64824e-14, -4.76332e-14, -3.88222e-14, -2.47131e-15, -1.21751e-13, -1.19733e-10, -1.00632e-10, -9.88615e-11, -9.8373e-11, -9.81502e-11, -9.81792e-11, -9.80365e-11, -9.82798e-11, -9.81206e-11, -9.81419e-11, -9.81507e-11, -9.8382e-11, -9.88956e-11, -1.00672e-10, -1.19798e-10
-9.20894e-12, 1.55131e-09, -9.01964e-12, -1.02919e-12, 3.57746e-13, 5.55368e-14, -3.58775e-13, -3.96998e-14, -7.49659e-13, 5.89611e-13, 1.05456e-13, 3.66802e-14, -1.06544e-14, 1.02616e-13, -1.77574e-13, -1.20128e-10, -1.00121e-10, -9.83443e-11, -9.79871e-11, -9.78861e-11, -9.77396e-11, -9.78734e-11, -9.79713e-11, -9.77432e-11, -9.78039e-11, -9.77797e-11, -9.80498e-11, -9.83541e-11, -1.00329e-10, -1.2029e-10
-8.00899e-13, -9.21011e-12, 1.55179e-09, -9.34777e-12, -7.03072e-13, 4.36058e-13, 3.20283e-14, -3.76308e-13, 6.79293e-14, -8.65607e-13, 5.67436e-13, -4.12728e-14, -1.14824e-13, -1.10165e-13, -1.28881e-13, -1.20406e-10, -1.00313e-10, -9.83841e-11, -9.81651e-11, -9.7725e-11, -9.79719e-11, -9.7721e-11, -9.80735e-11, -9.77973e-11, -9.78489e-11, -9.78014e-11, -9.81077e-11, -9.83929e-11, -1.00341e-10, -1.20239e-10
4.84598e-13, -1.15328e-12, -9.17622e-12, 1.55185e-09, -9.27361e-12, -1.09586e-12, 3.7972e-13, 5.85207e-14, -4.27191e-13, 1.34378e-14, -6.84652e-13, 4.44282e-13, -1.80478e-13, -1.19727e-13, -9.51265e-14, -1.20648e-10, -1.00199e-10, -9.86072e-11, -9.78783e-11, -9.79424e-11, -9.76824e-11, -9.79056e-11, -9.7935e-11, -9.78064e-11, -9.77249e-11, -9.79024e-11, -9.80173e-11, -9.83906e-11, -1.00409e-10, -1.20542e-10
7.41437e-14, 4.28431e-13, -7.81483e-13, -9.01305e-12, 1.5516e-09, -9.40597e-12, -5.16906e-13, 3.83995e-13, 9.17907e-14, -3.25664e-13, -2.29669e-14, -4.07496e-13, 1.15048e-13, -3.3184e-13, -2.80744e-13, -1.20683e-10, -1.00477e-10, -9.83283e-11, -9.82683e-11, -9.77973e-11, -9.79647e-11, -9.78354e-11, -9.8117e-11, -9.77572e-11, -9.79359e-11, -9.77919e-11, -9.81865e-11, -9.85323e-11, -1.00422e-10, -1.20379e-10
-3.43111e-13, 2.79689e-14, 4.28793e-13, -1.248e-12, -9.33758e-12, 1.55196e-09, -9.36402e-12, -1.19676e-12, 5.17718e-13, 5.36199e-14, -4.51935e-13, -8.25589e-14, -3.94847e-13, 1.38712e-13, -2.42947e-13, -1.2076e-10, -1.00225e-10, -9.85387e-11, -9.79724e-11, -9.79176e-11, -9.76512e-11, -9.79322e-11, -9.77438e-11, -9.78689e-11, -9.77008e-11, -9.7825e-11, -9.81005e-11, -9.83454e-11, -1.00452e-10, -1.20427e-10
-3.97074e-14, -4.51872e-13, -6.32469e-15, 3.63814e-13, -5.33924e-13, -9.38061e-12, 1.55174e-09, -9.06841e-12, -6.18957e-13, 4.02267e-13, 1.38625e-14, -3.24228e-13, 1.64783e-14, -2.95086e-13, -5.83507e-14, -1.2071e-10, -1.00345e-10, -9.85635e-11, -9.80604e-11, -9.80032e-11, -9.77524e-11, -9.80376e-11, -9.79601e-11, -9.78926e-11, -9.77926e-11, -9.7998e-11, -9.80394e-11, -9.86995e-11, -1.00369e-10, -1.20636e-10
-6.23407e-13, -1.06124e-13, -4.43141e-13, 6.81089e-14, 3.68612e-13, -1.09875e-12, -9.17303e-12, 1.55141e-09, -8.72255e-12, -6.66896e-13, 5.70288e-13, -1.10937e-13, -2.64399e-13, -5.08824e-14, -3.94106e-13, -1.20607e-10, -1.00347e-10, -9.84959e-11, -9.81198e-11, -9.78802e-11, -9.77577e-11, -9.79583e-11, -9.79699e-11, -9.78085e-11, -9.78031e-11, -9.7872e-11, -9.80892e-11, -9.84747e-11, -1.00383e-10, -1.20427e-10
4.25358e-13, -6.87127e-13, 3.71918e-14, -3.54212e-13, 2.32764e-14, 4.67673e-13, -4.67079e-13, -8.83651e-12, 1.55176e-09, -9.55406e-12, -1.06547e-12, 3.60488e-13, -8.16574e-14, -2.25133e-13, -2.23584e-13, -1.20813e-10, -1.00214e-10, -9.86717e-11, -9.79934e-11, -9.80373e-11, -9.78044e-11, -9.79036e-11, -9.79122e-11, -9.80144e-11, -9.76121e-11, -9.8075e-11, -9.79455e-11, -9.86691e-11, -1.00286e-10, -1.20797e-10
1.7336e-14, 6.26826e-13, -8.01487e-13, -1.05219e-14, -3.12253e-13, 2.81579e-14, 3.37464e-13, -6.8914e-13, -9.63283e-12, 1.55242e-09, -9.64818e-12, 5.93042e-14, -7.06794e-14, -1.48667e-13, 4.76773e-14, -1.20803e-10, -1.00308e-10, -9.87002e-11, -9.81156e-11, -9.79677e-11, -9.80054e-11, -9.7879e-11, -9.81246e-11, -9.78861e-11, -9.78849e-11, -9.79953e-11, -9.81566e-11, -9.84535e-11, -1.00406e-10, -1.20566e-10
